VV,ECS,NNG,JKM,JKS,NP,JX,MAG,XR,XSA,ETD,NNB,ECD,XSN,VA,JKO,ECE,SF,XSV,EFN,VCP,MAC,EPT,VCN,OL,NR,NNM,MDT,ETN,UN,EFQ,VXV,MDN,VX,IC,EFA,NNP,VXA,EPH,JC,JKG,JKC,EFI,JKQ,JKI,EFO,XPN,SS
어,,아파트,,,,,또,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,주택,,,,,한번,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
저,,편리,,,,,같이,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
들어가,,성은,,,,,많이,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그만두,,아파트,,,,,아마,,,,,아서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
되,,두려움,,,,,좀,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,주택,,,,,또,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
되,,빌라,,,,,너무,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,아파트,,,,,같이,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
되,,확신,,,,,좀,,,,,으면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그러,,내리기,,,,,지금,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
있,,내가,,,,,같이,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사,,아파트,,,,,다,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
모르,,결혼,,,,,같이,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시작하,,전,,,,,근데,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가지,,아파트,,,,,인제,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다니,,완전,,,,,너무,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
있,,불편,,,,,왜냐하면,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가르치,,계단,,,,,인제,,,,,아서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
되,,엘,,,,,많이,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이러,,베,,,,,내내,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주,,이제,,,,,인제,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그러,,층,,,,,또,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,관리,,,,,아무래도,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,내가,,,,,안,,,,,어도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그리,,계단,,,,,그래서,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내,,청소,,,,,쪼끔,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다니,,원래,,,,,더,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
돌,,남의,,,,,쭉,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
말,,돈,,,,,이제,,,,,러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,생각,,,,,다,,,,,러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,나이,,,,,같이,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그러,,사실,,,,,한번,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
있,,살기,,,,,또,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,생각,,,,,엄청,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그러,,엄마,,,,,또,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
있,,생각,,,,,또,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보,,관리,,,,,좀,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
들어오,,이제,,,,,또,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
들어오,,내가,,,,,워낙,,,,,아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
찾,,나이,,,,,많이,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가지,,걱정,,,,,많이,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,생각,,,,,많이,,,,,어도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알아듣,,생각,,,,,언제,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덜,,집,,,,,같이,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나,,마음,,,,,막,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
모르,,생각,,,,,쪼금,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그리하,,보,,,,,쪼금,,,,,여도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그러,,집,,,,,또,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
있,,내가,,,,,되게,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
저,,때,,,,,또,,,,,으니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그리하,,마음,,,,,또,,,,,거든,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,내가,,,,,자주,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
닥치,,나도,,,,,안,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
되,,생각,,,,,한번,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
닥치,,아파트,,,,,같이,,,,,여,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
닥치,,생각,,,,,다,,,,,으면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,주위,,,,,조금,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
되,,아파트,,,,,많이,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
배우,,사람,,,,,좀,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나가,,리모델링,,,,,너무,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
되,,은,,,,,오래,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맞,,견적,,,,,잘,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그리하,,장난,,,,,안,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
배우,,기본적,,,,,다,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
되,,가면,,,,,워낙,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아,,돈,,,,,또,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그리하,,액수,,,,,별로,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갖,,접근,,,,,워낙,,,,,어도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,삐,,,,,꼭,,,,,여,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아,,완전,,,,,이렇게,,,,,라도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
되,,새,,,,,워낙,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
모르,,아파트,,,,,그냥,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
듣,,야,,,,,정말,,,,,여도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,본인,,,,,이렇게,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,생각,,,,,한번,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈,,집,,,,,또,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뜨,,장난,,,,,안,,,,,으면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
따르,,문짝,,,,,많이,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다니,,정리,,,,,좀,,,,,려,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
되,,어머니,,,,,많이,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그러,,집,,,,,근데,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,때,,,,,아무래도,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
되,,한숨,,,,,실제로,,,,,기에,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,일,,,,,좀,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오,,집안,,,,,많이,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부르트,,정리,,,,,아직,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그리하,,집,,,,,다시,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,게,,,,,당연히,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보,,경기,,,,,역시,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,집,,,,,쪼금,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보,,월세,,,,,많이,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갖,,수익,,,,,그냥,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아,,수익,,,,,막,,,,,으면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
들,,꿈,,,,,그냥,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,한데,,,,,푹,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아니,,집,,,,,그냥,,,,,아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다니,,지금,,,,,막,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
있,,분위기,,,,,그냥,,,,,아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그러,,트럼프,,,,,또,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,지금,,,,,한번,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,내년,,,,,너무,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맞,,지금,,,,,다시,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,경제,,,,,제일,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,지금,,,,,특히,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그리하,,사람,,,,,매번,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
떠나,,보,,,,,너무,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아,,지금,,,,,너무,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,분위기,,,,,그냥,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어,,현찰,,,,,너무,,,,,여,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어,,분위기,,,,,잘,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알,,증시,,,,,지금,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,지금,,,,,혹시,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오,,애,,,,,정말,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그러,,증시,,,,,잘,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,이유,,,,,한데,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그리하,,자금,,,,,잘,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가지,,내년,,,,,안,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,트럼프,,,,,잘,,,,,여,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그러,,한,,,,,일단,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,달,,,,,좀,,,,,여,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맞,,안정,,,,,많이,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,전문가,,,,,왜,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈,,얘기,,,,,이제,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,내가,,,,,뽀송뽀송,,,,,아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쓰이,,그때,,,,,거의,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
되,,기자,,,,,계속,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
통하,,얘기,,,,,이제,,,,,더라도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맞,,내년,,,,,가장,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스,,안정기,,,,,굉장히,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈,,그때,,,,,많이,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,은,,,,,하여튼,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그리,,인제,,,,,인제,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈,,기조,,,,,직접,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
키,,얘기,,,,,좀,,,,,은데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,전반적,,,,,많이,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈,,기조,,,,,좀,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그리하,,트럼프,,,,,혹시,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
있,,아메리칸,,,,,일단,,,,,아서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아니,,퍼스트,,,,,일단,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
타,,시행,,,,,굉장히,,,,,아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,확률,,,,,혹시,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,제일,,,,,그러면,,,,,라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,크기,,,,,다,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
타,,생활,,,,,많이,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,플러스,,,,,못,,,,,라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
타,,마이너스,,,,,일단,,,,,라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
올라오,,경우,,,,,이제,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,원래,,,,,좀,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
있,,자,,,,,많이,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,문제지,,,,,직접,,,,,으니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보,,자,,,,,많이,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다니,,문제,,,,,아까,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
새,,삶,,,,,갑자기,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
있,,집,,,,,아까,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
생기,,수선,,,,,혹시,,,,,아도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
되,,집,,,,,일단,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만나,,수리,,,,,먼저,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
잡,,저번,,,,,인제,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,때,,,,,이제,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보,,보더,,,,,돌돌,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
느끼,,집,,,,,많이,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보,,사람,,,,,인제,,,,,아야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보,,집,,,,,인제,,,,,으니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보,,위치,,,,,이제,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,집,,,,,더,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,단점,,,,,안,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,하지,,,,,좀,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보,,위치,,,,,많이,,,,,듯이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그리하,,강,,,,,흔히,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,장점,,,,,왠지,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,집,,,,,특히,,,,,으니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
싸,,수리,,,,,잘,,,,,으면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈,,여권,,,,,안,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그,,집,,,,,늘,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맞,,수리,,,,,혹시,,,,,아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그러,,여건,,,,,지금,,,,,던데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그러,,가격,,,,,딱히,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,가격,,,,,다행히,,,,,여도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그리하,,생각,,,,,되게,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
배고프,,추면,,,,,따로,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
있,,애프터,,,,,잘,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그,,거지,,,,,혹시,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그러,,일단,,,,,근데,,,,,여도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
올리,,나의,,,,,굉장히,,,,,으면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,생각,,,,,오히려,,,,,아야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
몰리,,주식,,,,,정말,,,,,아야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
들,,마찬가지,,,,,분명히,,,,,아야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
받,,손해,,,,,안,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
치,,각자,,,,,하여튼,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
때,,인생,,,,,굉장히,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
살,,거거,,,,,안,,,,,여도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알,,물,,,,,자꾸,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
있,,수돗물,,,,,자꾸,,,,,아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
살,,은,,,,,근데,,,,,여도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알,,땅,,,,,도대체,,,,,여도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,무엇,,,,,안,,,,,아야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맞,,가면,,,,,되게,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그리하,,서로,,,,,좀,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
먹,,무리,,,,,멀리,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
찾아다니,,부분,,,,,마치,,,,,으니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
있,,필요,,,,,더,,,,,아서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,이사,,,,,하여튼,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보,,이사,,,,,인제,,,,,아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갖,,집이,,,,,인제,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알,,상해,,,,,지금,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그,,제일,,,,,좀,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아니,,걱정,,,,,근데,,,,,거든,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
되,,고,,,,,굉장히,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그,,월세,,,,,다,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알,,수익,,,,,정말,,,,,아서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아니,,이견,,,,,그냥,,,,,으면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알,,거지,,,,,안,,,,,으니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아니,,일단,,,,,하여튼,,,,,아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보,,일단,,,,,다,,,,,어도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,은,,,,,다,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보,,부채,,,,,완전히,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
먹,,부,,,,,왜,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
먹,,부담,,,,,잘,,,,,아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
있,,그때,,,,,굉장히,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,집,,,,,잘,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스,,집,,,,,그냥,,,,,아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스,,집,,,,,다,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,물건,,,,,있다,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
넘어가,,집,,,,,또,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쓰러지,,자리,,,,,그냥,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나오,,음,,,,,많이,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
먹,,신축,,,,,굉장히,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스,,위치,,,,,아직,,,,,으니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
얻,,수익,,,,,참,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,덩어리,,,,,같이,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,현찰,,,,,그래서,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,여유,,,,,전부,,,,,은데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
있,,나도,,,,,근데,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,현찰,,,,,거의,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자,,집,,,,,많이,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
끼,,얘기,,,,,혹시,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자,,액수,,,,,왜,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
있,,욕심,,,,,정말,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,거지,,,,,있다,,,,,으니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,그때,,,,,그냥,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
되,,마음,,,,,잘,,,,,다가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하,,사람,,,,,그래서,,,,,더라도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,지금,,,,,멀리,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그리하,,머리,,,,,혹시,,,,,아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나오,,생각,,,,,지금,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
데리,,집,,,,,적이,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,집,,,,,인제,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가,,월세,,,,,적이,,,,,니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
